   0.0000000e+00   1.0000000e+00
   1.0000000e+00   9.5883427e-01
   2.0000000e+00   9.3187491e-01
   3.0000000e+00   9.1273857e-01
   4.0000000e+00   8.9958274e-01
   5.0000000e+00   8.9267269e-01
   6.0000000e+00   8.8763919e-01
   7.0000000e+00   8.8397958e-01
   8.0000000e+00   8.8130761e-01
   9.0000000e+00   8.7933995e-01
   1.0000000e+01   8.7787472e-01
   1.1000000e+01   8.7677049e-01
   1.2000000e+01   8.7592787e-01
   1.3000000e+01   8.7527816e-01
   1.4000000e+01   8.7477101e-01
   1.5000000e+01   8.7437012e-01
   1.6000000e+01   8.7404807e-01
   1.7000000e+01   8.7378438e-01
   1.8000000e+01   8.7356432e-01
   1.9000000e+01   8.7337782e-01
   2.0000000e+01   8.7321799e-01
   2.1000000e+01   8.7307993e-01
   2.2000000e+01   8.7295988e-01
   2.3000000e+01   8.7285498e-01
   2.4000000e+01   8.7276286e-01
   2.5000000e+01   8.7268168e-01
   2.6000000e+01   8.7260996e-01
   2.7000000e+01   8.7254645e-01
   2.8000000e+01   8.7249007e-01
   2.9000000e+01   8.7244003e-01
   3.0000000e+01   8.7239545e-01
   3.1000000e+01   8.7235561e-01
